,Epsilon,PCA,RFFs,RFFs 25,RFFs 75
0,1.2932221339687584,0.6123907863383639,0.9772306063012974,[0.],[0.]
1,2.586444267937517,1.0259465184008474,0.9772306063012974,[0. 0.],[0. 0.]
2,3.879666401906275,1.0476568705321685,0.9772306063012974,[0. 0. 0.],[0. 0. 0.]
3,5.172888535875034,1.0323007678051364,0.9772306063012974,[0. 0. 0. 0.],[0. 0. 0. 0.]
4,6.466110669843792,1.0191951284087901,0.9772306063012974,[0. 0. 0. 0. 0.],[0. 0. 0. 0. 0.]
