Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
1,0.9088489687292083,0.7356398314482147,0.007762253271235253,0.0048791306276336766,0.738301175426924,0.006875138611665554,0.013528498558438629,0.746950543357729,0.009536482590374873,0.0035484586382789063,1.0
5,1.0,0.7744510978043913,0.00022177866489248022,0.0,0.7737857618097139,0.030383677090263905,0.006875138611665554,0.7689066311820802,0.015524506542470617,0.011754269239299231,1.0
10,1.0,0.7744510978043913,0.0,0.0,0.7744510978043913,0.019738301175426964,0.0,0.7744510978043913,0.0048791306276336766,0.0002217786648923692,1.0
15,1.0,0.7744510978043913,0.0,0.0,0.7744510978043913,0.005100909292526046,0.0,0.7744510978043913,0.0,0.0,1.0
20,1.0,0.7744510978043913,0.0,0.0,0.7744510978043913,0.0,0.0,0.7744510978043913,0.0,0.0,1.0
25,1.0,0.7744510978043913,0.0,0.0,0.7744510978043913,0.0,0.0,0.7744510978043913,0.0,0.0,1.0
