Dimension,JL,JL 25,JL 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
5,1.0,0.00013313806417258878,0.0,0.5366795366795367,0.0,0.0,0.5366795366795367,0.0,0.00013313806417247775,0.5366795366795367,0.0,0.0018639328984155767,0.5372120889362269,0.0005325522566901331,0.013047530288909592,0.5373452270003994,0.0006656903208627218,0.045932632139528695,1.0
10,1.0,0.0,0.0,0.5366795366795367,0.0,0.012914392224737004,0.5366795366795367,0.0,0.0,0.5366795366795367,0.0,0.0006656903208627218,0.5366795366795367,0.0,0.0019970709625881655,0.5366795366795367,0.0,0.0006656903208627218,1.0
15,1.0,0.0,0.0,0.5328185328185329,0.06670217015044605,0.06856610304886157,0.5396085740913327,0.06137664758354411,0.058314472107575566,0.5366795366795367,0.017174810278258623,0.056583677273332356,0.5706297430435362,0.03395020636399948,0.011050459326321316,0.5455997869790973,0.008920250299560561,0.03754493409665827,1.0
20,1.0,0.0,0.0,0.5405405405405406,0.014778325123152691,0.00825455997869784,0.5376115031287445,0.014378910930635036,0.022500332845160398,0.5471974437491679,0.010517907069631183,0.04939422180801489,0.5527892424444149,0.011716149647184149,0.03381706829982689,0.5393422979629876,0.00412727998934892,0.030089202502995627,1.0
25,1.0,0.0,0.0,0.5366795366795367,0.020370123818399755,0.017840500599121234,0.5370789508720544,0.0199707096258821,0.012648116096391937,0.5376115031287445,0.0009319664492077884,0.017174810278258512,0.5368126747437092,0.00013313806417247775,0.01571029157236059,0.5366795366795367,0.0,0.018373052855811478,1.0
