Epsilon,Ind_Unif,Ind_Unif 25,Ind_Unif 75,Dep_Unif,Dep_Unif 25,Dep_Unif 75
5.0,0.8163891323400526,0.029360210341805446,0.09903593339176157,0.6056091148115689,0.03067484662576688,0.08983347940403161
10.0,0.9250657318141982,0.010955302366345374,0.04864154250657319,0.602979842243646,0.04776511831726552,0.055652936021034195
15.0,0.9263803680981596,0.013146362839614338,0.010517090271691471,0.9303242769500438,0.03637160385626638,0.04513584574934265
20.0,0.932077125328659,0.002191060473268965,0.003943908851884301,0.9281332164767747,0.008326029798422369,0.06967572304995627
25.0,0.9312007011393515,0.007011393514461072,0.0030674846625766334,0.9956178790534619,0.016213847502191108,0.003943908851884301
30.0,0.92988606485539,0.006134969325153404,0.003505696757230399,0.9956178790534619,0.014899211218229675,0.0048203330411919695
