Epsilon,Ind_Unif,Ind_Unif 25,Ind_Unif 75,Dep_Unif,Dep_Unif 25,Dep_Unif 75
5.0,0.8383666524883029,0.08336877924287536,0.06337728626116547,0.5954912803062526,0.028073160357294825,0.08039132284134402
10.0,0.949808592088473,0.048064653339004726,0.01063377286261158,0.5818800510421097,0.037005529561888593,0.05657167162909394
15.0,0.9527860484900043,0.025946405784772454,0.0059549128030625545,0.9557635048915355,0.004678860059549026,0.013611229264142925
20.0,0.95618885580604,0.001701403658017949,0.0051042109740535805,0.9940450871969374,0.0017014036580178158,0.0012760527435133951
25.0,0.9732028923862186,0.005529561888558001,0.00467886005954916,0.9987239472564866,0.0008507018290089745,0.0012760527435133951
30.0,0.9783071033602723,0.00467886005954916,0.00042535091450442066,0.9991492981709911,0.00042535091450442066,0.0021267545725223696
