Dimension,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75
5,0.9926910299003322,0.06657807308970098,0.0062458471760797885,0.8073089700996677,0.1289036544850498,0.07083056478405325,0.8656478405315614,0.09023255813953479,0.04026578073089704,0.8624584717607974,0.05581395348837215,0.03428571428571425,0.8475747508305648,0.07375415282392028,0.05302325581395351,0.8704318936877077,0.10843853820598015,0.02657807308970095
10,0.9998671096345515,0.0001328903654485014,0.0,0.8081063122923589,0.0595348837209303,0.056611295681063045,0.8503654485049834,0.045581395348837206,0.04318936877076407,0.8380066445182724,0.029767441860465094,0.06312292358803984,0.8310963455149502,0.03189368770764123,0.067641196013289,0.8310963455149502,0.02378737541528242,0.07840531561461794
15,1.0,0.0002657807308970028,0.0,0.7763455149501661,0.035481727574750876,0.05581395348837204,0.8677740863787375,0.05142857142857138,0.028704318936877082,0.8551495016611296,0.06471760797342196,0.018073089700996636,0.8655149501661129,0.0532890365448504,0.013820598006644591,0.8624584717607974,0.050099667774086365,0.038272425249169406
20,0.9998671096345515,0.0,0.0001328903654485014,0.828172757475083,0.0683056478405315,0.052624584717608,0.8483720930232558,0.035348837209302264,0.050099667774086365,0.8401328903654485,0.0380066445182724,0.04704318936877083,0.8530232558139534,0.03162790697674411,0.03322259136212624,0.8410631229235881,0.02657807308970106,0.0302990033222591
25,1.0,0.0001328903654485014,0.0,0.814750830564784,0.057541528239202666,0.03481727574750837,0.8595348837209302,0.03375415282392025,0.028039867109634575,0.8457142857142858,0.02564784053156155,0.04026578073089693,0.8591362126245847,0.03322259136212624,0.011295681063122953,0.8422591362126246,0.029900332225913595,0.013953488372092981
