Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
5,0.8233387358184765,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.9635332252836305
10,0.8987034035656402,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.9635332252836305
15,0.9376012965964343,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.9635332252836305
20,0.9529983792544571,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.9635332252836305
25,0.9497568881685575,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0,0.0,0.9635332252836305
