Dimension,RFF Real,RFF Real 25,RFF Real 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
1,0.5595178302360623,0.03415369161225512,0.02209944751381221,0.5489703666499247,0.021597187343043722,0.03465595178302361,0.5509794073329984,0.02310396785534896,0.033651431441486745,0.5554997488699146,0.027624309392265123,0.02812656956303372,0.9718734304369664
