Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
10,0.9532898041185334,0.5067805123053741,0.013561024610748318,0.010045203415369186,0.4977398292315419,0.0055248618784530246,0.014565544952285348,0.5178302360622803,0.024610748367654478,0.04671019588146652,0.5057759919638373,0.01808136614766448,0.012054244098443023,0.4922149673530889,0.04570567553992966,0.04570567553992966,0.9854344550477148
20,0.9834254143646409,0.5067805123053741,0.0,0.0005022601707684871,0.4932194876946258,0.0,0.013561024610748318,0.4932194876946258,0.0,0.013561024610748318,0.49472626820693116,0.0020090406830737817,0.012054244098442968,0.5067805123053741,0.010547463586137562,0.0025113008538423243,0.9854344550477148
30,0.987945755901557,0.4932194876946258,0.0,0.013561024610748318,0.4932194876946258,0.0,0.013561024610748318,0.49472626820693116,0.0015067805123053502,0.012054244098442968,0.5052737317930688,0.012054244098442968,0.0015067805123053502,0.4977398292315419,0.004520341536916106,0.009040683073832212,0.9854344550477148
40,0.988950276243094,0.4932194876946258,0.0,0.013561024610748318,0.5067805123053741,0.013561024610748318,0.0,0.4932194876946258,0.0,0.013561024610748318,0.49522852837769965,0.002009040683073837,0.01155198392767448,0.5067805123053741,0.013561024610748318,0.0,0.9854344550477148
50,0.9869412355600201,0.5067805123053741,0.013561024610748318,0.0,0.5067805123053741,0.013561024610748318,0.0,0.49522852837769965,0.002009040683073837,0.01155198392767448,0.5067805123053741,0.013561024610748318,0.0,0.4932194876946258,0.0,0.013561024610748318,0.9854344550477148
