Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
1,0.5494726268206931,0.5077850326469111,0.0010045203415369741,0.0005022601707684871,0.5585133098945254,0.04118533400301361,0.039678553490708146,0.5770969362129583,0.03867403314917128,0.03616273229532896,0.9718734304369664
5,0.8031140130587644,0.5072827724761426,0.0005022601707684871,0.0005022601707684871,0.5183324962330487,0.010045203415369075,0.035158211953792096,0.6323455549974887,0.032144650929181284,0.017579105976896048,0.9718734304369664
10,0.9236564540431944,0.5072827724761426,0.0005022601707684871,0.0005022601707684871,0.5077850326469111,0.0010045203415369741,0.0005022601707684871,0.5389251632345555,0.010547463586137673,0.058764439979909544,0.9718734304369664
15,0.9357106981416373,0.5072827724761426,0.0005022601707684871,0.0005022601707684871,0.5077850326469111,0.0005022601707684871,0.0,0.5138121546961326,0.0030135610246108113,0.0125565042692114,0.9718734304369664
20,0.9447513812154696,0.5072827724761426,0.0005022601707684871,0.0005022601707684871,0.5072827724761426,0.0005022601707684871,0.0005022601707684871,0.5077850326469111,0.0005022601707684871,0.0015067805123053502,0.9718734304369664
25,0.9532898041185334,0.5072827724761426,0.0,0.0005022601707684871,0.5077850326469111,0.0005022601707684871,0.0,0.5077850326469111,0.0005022601707684871,0.001004520341536863,0.9718734304369664
