Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
1,0.7787682333873582,0.5656401944894651,0.015397082658022643,0.006482982171799101,0.6677471636952999,0.00972447325769854,0.004051863857374327,0.7196110210696921,0.008914100486223653,0.002431118314424552,0.9894651539708266
5,0.8419773095623987,0.5713128038897893,0.18071312803889794,0.21231766612641811,0.5721231766612642,0.06158833063209079,0.06564019448946512,0.653160453808752,0.03160453808752017,0.0486223662884927,0.9894651539708266
10,0.9270664505672609,0.5251215559157212,0.31847649918962717,0.26418152350081037,0.686385737439222,0.29902755267423015,0.10777957860615883,0.7034035656401945,0.1401944894651539,0.08914100486223664,0.9894651539708266
15,0.9724473257698542,0.24230145867098865,0.037277147487844414,0.5348460291734198,0.3978930307941653,0.15964343598055106,0.39546191247974066,0.6880064829821718,0.30713128038897897,0.07212317666126411,0.9894651539708266
20,0.9805510534846029,0.20745542949756887,0.0016207455429497475,0.5810372771474879,0.7893030794165316,0.5478119935170178,0.004051863857374438,0.6385737439222042,0.37925445705024313,0.1515397082658022,0.9894651539708266
25,0.9813614262560778,0.30307941653160453,0.0972447325769854,0.49108589951377635,0.7139384116693679,0.47163695299837927,0.0794165316045381,0.7658022690437601,0.25850891410048626,0.028363047001620734,0.9894651539708266
