Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
1,0.7941653160453809,0.7609400324149108,0.01296596434359798,0.008103727714748876,0.7593192868719612,0.004862236628849326,0.008103727714748765,0.7625607779578606,0.0032414910858994395,0.002431118314424663,0.986223662884927
5,0.846839546191248,0.7957860615883307,0.008103727714748765,0.0,0.7755267423014587,0.038087520259319274,0.017828200972447306,0.7658022690437601,0.008914100486223653,0.017017828200972418,0.986223662884927
10,0.9408427876823339,0.7957860615883307,0.0016207455429497752,0.0,0.7957860615883307,0.011345218800648316,0.0,0.7917341977309562,0.008914100486223653,0.004051863857374438,0.986223662884927
15,0.9740680713128039,0.7957860615883307,0.0008103727714748876,0.0,0.7957860615883307,0.0008103727714748876,0.0,0.7957860615883307,0.002431118314424663,0.0,0.986223662884927
20,0.9829821717990276,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0008103727714748876,0.0,0.7949756888168558,0.0008103727714748876,0.0008103727714748876,0.986223662884927
25,0.9846029173419774,0.7957860615883307,0.0,0.0,0.7957860615883307,0.0008103727714748876,0.0,0.7957860615883307,0.0008103727714748876,0.0,0.986223662884927
