Dimension,Majority Label,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 15.0,Eps = 15.0 25,Eps = 15.0 75,Eps = 20.0,Eps = 20.0 25,Eps = 20.0 75,Eps = 25.0,Eps = 25.0 25,Eps = 25.0 75
10,0.8925244805349892,0.9250059708621925,0.032481490327203294,0.0035825173155003974,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0
20,0.8925244805349892,0.9128254119894912,0.01576307618820157,0.016718414139001724,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0
30,0.8925244805349892,0.9320515882493432,0.016718414139001724,0.006567948411750729,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0
40,0.8925244805349892,0.9307379985669931,0.00740386911870077,0.0038213518032003723,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0
50,0.8925244805349892,0.9337234296632434,0.0038213518032003723,0.0007165034631000536,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0,0.8925244805349892,0.0,0.0
