Epsilon,Ind_Unif,Ind_Unif 25,Ind_Unif 75,Ind_NonUnif,Ind_NonUnif 25,Ind_NonUnif 75,Dep_Unif,Dep_Unif 25,Dep_Unif 75,Dep_NonUnif,Dep_NonUnif 25,Dep_NonUnif 75
2.0,0.7506750675067506,0.07605760576057595,0.10846084608460854,0.7403240324032404,0.0648064806480649,0.043204320432043086,0.6849684968496849,0.04410441044104403,0.07560756075607568,0.6435643564356436,0.0711071107110711,0.11071107110711069
4.0,0.8339333933393339,0.027902790279028016,0.08325832583258322,0.9297929792979298,0.058955895589558986,0.03465346534653461,0.9023402340234024,0.1048604860486049,0.0747074707470746,0.8514851485148515,0.08145814581458147,0.06930693069306935
6.0,0.9329432943294329,0.07650765076507648,0.04860486048604861,0.927092709270927,0.034203420342034205,0.02925292529252936,0.9491449144914491,0.015751575157515754,0.009000900090009024,0.9405940594059407,0.03825382538253824,0.017551755175517506
8.0,0.9437443744374437,0.03555355535553555,0.022052205220522085,0.9464446444644464,0.03150315031503151,0.006300630063006331,0.9410441044104411,0.006750675067506732,0.015751575157515754,0.9374437443744373,0.05130513051305131,0.008550855085508622
10.0,0.9482448244824483,0.007650765076507677,0.01035103510351023,0.936093609360936,0.07065706570657056,0.0031503150315032357,0.9437443744374437,0.005400540054005386,0.013501350135013464,0.9396939693969397,0.006750675067506732,0.009900990099009969
12.0,0.941944194419442,0.013951395139514008,0.014851485148514811,0.9450945094509451,0.009000900090009024,0.006750675067506732,0.9423942394239424,0.013501350135013464,0.019351935193519392,0.9477947794779478,0.01440144014401441,0.007200720072007275
