Epsilon,Ind_Unif,Ind_Unif 25,Ind_Unif 75,Dep_Unif,Dep_Unif 25,Dep_Unif 75
5.0,0.6949790794979079,0.05355648535564857,0.06317991631799168,0.5920502092050209,0.03347280334728035,0.094979079497908
10.0,0.8569037656903765,0.01715481171548117,0.042677824267782445,0.6510460251046025,0.025941422594142234,0.07196652719665275
15.0,0.9497907949790795,0.014225941422594061,0.009205020920502155,0.9765690376569038,0.006276150627615046,0.006694560669456137
20.0,0.9523012552301255,0.006276150627615046,0.009205020920502155,0.992050209205021,0.0016736401673640997,0.0029288702928869778
25.0,0.9631799163179916,0.009205020920502023,0.007949790794979145,0.996652719665272,0.0029288702928871087,0.0016736401673639687
30.0,0.9698744769874478,0.004184100418410118,0.0025104602510460186,0.996234309623431,0.0025104602510460186,0.0016736401673640997
