Epsilon,Ind_Unif,Ind_Unif 25,Ind_Unif 75,Dep_Unif,Dep_Unif 25,Dep_Unif 75
5.0,0.8419478855190089,0.08372490388722767,0.06364801366937206,0.5984621956428876,0.028620247757368655,0.08030756087142242
10.0,0.9538658692866296,0.048269970098248655,0.010679196924391211,0.5843656557026912,0.03630926954293043,0.05681332763776157
15.0,0.9568560444254591,0.02648440837249036,0.005980350277659148,0.9598462195642886,0.004698846646732063,0.014096539940196592
20.0,0.9602733874412644,0.00170867150790269,0.005126014523707803,0.9876121315677061,0.002990175138829641,0.0017086715079025565
25.0,0.9773601025202904,0.006407518154634754,0.004698846646732198,0.9965826569841948,0.0025630072618539014,0.0025630072618539014
30.0,0.9807774455360956,0.003844510892780852,0.002135839384878296,0.9970098248611704,0.003844510892780852,0.0012815036309269507
