Dimension,JL,JL 25,JL 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
5,0.9391304347826087,0.003478260869565264,0.004347826086956497,0.7852173913043479,0.036956521739130443,0.010869565217391242,0.7765217391304348,0.027826086956521667,0.004347826086956497,0.7691304347826087,0.019565217391304346,0.014347826086956506,0.7760869565217391,0.013913043478260834,0.009130434782608776,0.7630434782608696,0.013478260869565273,0.021304347826086922,0.9204347826086956
10,0.9378260869565217,0.0021739130434782483,0.0017391304347826875,0.7660869565217391,0.003913043478260825,0.009130434782608776,0.7660869565217391,0.005217391304347729,0.004347826086956608,0.7695652173913043,0.005652173913043512,0.0047826086956521685,0.77,0.006956521739130417,0.006956521739130417,0.7691304347826087,0.00782608695652176,0.003913043478260936,0.9204347826086956
15,0.9339130434782609,0.003043478260869592,0.003043478260869592,0.7656521739130435,0.006956521739130528,0.004347826086956497,0.7665217391304348,0.003478260869565153,0.0047826086956521685,0.7660869565217391,0.005217391304347729,0.0047826086956521685,0.7691304347826087,0.006086956521739073,0.005652173913043512,0.768695652173913,0.0047826086956521685,0.004347826086956608,0.9204347826086956
20,0.9308695652173913,0.00260869565217392,0.00260869565217392,0.7639130434782608,0.00260869565217392,0.0047826086956521685,0.7652173913043478,0.0047826086956521685,0.007391304347826089,0.7665217391304348,0.0047826086956521685,0.0047826086956521685,0.77,0.006956521739130417,0.003043478260869592,0.7665217391304348,0.003478260869565153,0.00521739130434784,0.9204347826086956
25,0.93,0.0013043478260870156,0.002608695652173809,0.7660869565217391,0.005217391304347729,0.003913043478260936,0.768695652173913,0.011304347826086913,0.006086956521739184,0.768695652173913,0.0047826086956521685,0.0021739130434782483,0.7682608695652174,0.010000000000000009,0.004347826086956497,0.7678260869565218,0.006086956521739184,0.005652173913043401,0.9204347826086956
