Dimension,JL,JL 25,JL 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
5,0.93,0.00521739130434784,0.002608695652173809,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.94
10,0.9360869565217391,0.003478260869565264,0.004347826086956497,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.94
15,0.9417391304347826,0.003913043478260936,0.0047826086956521685,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.94
20,0.9452173913043478,0.0047826086956521685,0.0021739130434782483,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.94
25,0.9469565217391305,0.0021739130434782483,0.0021739130434782483,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.8004347826086956,0.0,0.0,0.94
