Dimension,PCA,Eps = 2.5,Eps = 2.5 25,Eps = 2.5 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Eps = 7.5,Eps = 7.5 25,Eps = 7.5 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 12.5,Eps = 12.5 25,Eps = 12.5 75,Original Features
5,0.81,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.6773913043478261
10,0.8104347826086956,0.4973913043478261,0.010434782608695625,0.01043478260869568,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.6773913043478261
15,0.811304347826087,0.5108695652173914,0.016086956521739193,0.0047826086956521685,0.5095652173913043,0.008695652173912993,0.30000000000000004,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.6773913043478261
20,0.8126086956521739,0.49782608695652175,0.012173913043478257,0.01521739130434785,0.5021739130434782,0.009130434782608665,0.016521739130434754,0.8095652173913044,0.2921739130434783,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.6773913043478261
25,0.8143478260869565,0.5026086956521739,0.015652173913043466,0.013913043478260834,0.5017391304347826,0.010869565217391297,0.016086956521739193,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.8095652173913044,0.0,0.0,0.6773913043478261
