Dimension,RFF Real,RFF Real 25,RFF Real 75,Eps = 2.5,Eps = 2.5 25,Eps = 2.5 75,Eps = 7.5,Eps = 7.5 25,Eps = 7.5 75,Eps = 12.5,Eps = 12.5 25,Eps = 12.5 75,Original Features
1,0.8217391304347826,0.018695652173913113,0.011304347826086913,0.8152173913043478,0.019565217391304346,0.00521739130434784,0.8169565217391305,0.016521739130434865,0.014347826086956506,0.8195652173913044,0.016086956521739193,0.013478260869565162,0.9747826086956521
