Dimension,PCA,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
1,0.8398268398268398,0.49567099567099565,0.006493506493506496,0.012987012987013047,0.5313852813852814,0.048701298701298745,0.03679653679653683,0.566017316017316,0.021645021645021578,0.037878787878787956,0.9134199134199135
5,0.9264069264069265,0.4967532467532468,0.0010822510822511289,0.02380952380952378,0.5,0.004329004329004349,0.02705627705627711,0.5270562770562771,0.024891774891774965,0.045454545454545414,0.9134199134199135
10,0.9404761904761905,0.5032467532467533,0.0075757575757576245,0.0010822510822510178,0.4967532467532468,0.0010822510822511289,0.008658008658008642,0.5032467532467533,0.0075757575757576245,0.03354978354978355,0.9134199134199135
15,0.9512987012987013,0.49567099567099565,0.0,0.008658008658008642,0.5010822510822511,0.005411255411255478,0.0032467532467531646,0.49783549783549785,0.0021645021645022022,0.011904761904761862,0.9134199134199135
20,0.9448051948051948,0.49783549783549785,0.0021645021645022022,0.00649350649350644,0.5021645021645021,0.006493506493506496,0.0021645021645021467,0.4989177489177489,0.0032467532467532756,0.005411255411255367,0.9134199134199135
25,0.9437229437229437,0.5032467532467533,0.0075757575757576245,0.0010822510822510178,0.5010822510822511,0.005411255411255478,0.0032467532467531646,0.49567099567099565,0.0,0.008658008658008642,0.9134199134199135
