Dimension,RFF Real,RFF Real 25,RFF Real 75,Eps = 2.5,Eps = 2.5 25,Eps = 2.5 75,Eps = 7.5,Eps = 7.5 25,Eps = 7.5 75,Eps = 12.5,Eps = 12.5 25,Eps = 12.5 75,Original Features
1,0.8195652173913044,0.01521739130434785,0.01043478260869557,0.8104347826086956,0.015217391304347738,0.013478260869565273,0.8195652173913044,0.01565217391304352,0.011304347826086913,0.818695652173913,0.014347826086956506,0.013913043478260834,0.9443478260869566
