Dimension,Bdwth = 10,Bdwth = 10 25,Bdwth = 10 75,Bdwth = 20,Bdwth = 20 25,Bdwth = 20 75,Bdwth = 30,Bdwth = 30 25,Bdwth = 30 75,Bdwth = 40,Bdwth = 40 25,Bdwth = 40 75,Bdwth = 50,Bdwth = 50 25,Bdwth = 50 75,Original Features
5,0.5735634156931247,0.0,0.0,0.5735634156931247,0.0,0.0007370982562072692,0.5811262457465391,0.004897159647404448,0.007179135070731202,0.5808738148368792,0.004897159647404559,0.0038672415359916057,0.5777739632662541,0.001857891495097852,0.001312640730232073,0.9751607984894535
10,0.5728364146733039,0.00014136130940967107,0.00014136130940956004,0.5874875046699718,0.006997384815775942,0.005755424740248594,0.6111352322869231,0.008017205690802442,0.008037400163575126,0.6014620798287509,0.0019588638589618235,0.003231115643648308,0.593232832173834,0.003544129971626786,0.008067691872734373,0.9751607984894535
15,0.5313670648343548,0.0006664176015024337,0.0016963357129153867,0.5888405343457496,0.006482425760069521,0.0061290224865454546,0.62772499166978,0.006452134050910274,0.007572927289800746,0.6122964144713592,0.005220271211769378,0.005573674485293334,0.5984127144400577,0.004634631501358011,0.00406918626371966,0.9751607984894535
20,0.5308420085422619,0.0014035158577097029,0.0007774872017529688,0.6135888607288186,0.004008602845401277,0.0034734493169219505,0.638226117511637,0.0043014227006068495,0.0046750204469037104,0.616749295717762,0.00508900713874616,0.004897159647404559,0.5916374688247826,0.004917354120177242,0.0038874360087644,0.9751607984894535
25,0.5525813584821834,0.0014943909851873327,0.001746821894847428,0.6601573149429001,0.0033623797166715264,0.003463352080535609,0.6563910457707726,0.00842109514625844,0.0037864636449003175,0.6169007542635581,0.00856245645566811,0.002766642769873928,0.5894665630017064,0.006411745105364686,0.0046144370285853276,0.9751607984894535
