Epsilon,Ind_Same,Ind_Same 25,Ind_Same 75,WeightedInd_Same,WeightedInd_Same 25,WeightedInd_Same 75,Dep_Same,Dep_Same 25,Dep_Same 75,Ind_Unif,Ind_Unif 25,Ind_Unif 75,Dep_Unif,Dep_Unif 25,Dep_Unif 75,Ind_NonUnif,Ind_NonUnif 25,Ind_NonUnif 75,Dep_NonUnif,Dep_NonUnif 25,Dep_NonUnif 75
1.0,0.5953947368421052,0.02734374999999997,0.04728618421052627,0.5694901315789473,0.03762335526315792,0.16241776315789466,0.576891447368421,0.07319078947368422,0.07113486842105261,0.5810032894736842,0.04358552631578944,0.01809210526315789,0.597861842105263,0.055509868421052606,0.015625,0.5633223684210527,0.010074013157894753,0.039268092105263136,0.5694901315789473,0.008634868421052608,0.04502467105263158
1.5,0.6336348684210527,0.028577302631578847,0.04255756578947363,0.6282894736842105,0.07360197368421062,0.00616776315789472,0.6307565789473685,0.029605263157894784,0.02652138157894723,0.6040296052631579,0.0509868421052631,0.10300164473684215,0.5460526315789473,0.03248355263157894,0.056126644736842014,0.6377467105263157,0.08429276315789472,0.04255756578947376,0.571546052631579,0.02138157894736845,0.09477796052631575
2.0,0.6541940789473684,0.04379111842105258,0.012952302631578975,0.6624177631578947,0.05694901315789469,0.1511101973684211,0.5921052631578947,0.031044407894736798,0.07894736842105267,0.579358552631579,0.06681743421052637,0.04091282894736842,0.6143092105263158,0.039884868421052606,0.06517269736842116,0.6698190789473684,0.10341282894736842,0.04831414473684221,0.6356907894736842,0.09251644736842106,0.01953124999999997
2.5,0.6685855263157895,0.024465460526315742,0.00945723684210528,0.6607730263157895,0.009046052631579008,0.017475328947368352,0.6607730263157895,0.00945723684210528,0.014597039473684192,0.6245888157894736,0.05201480263157891,0.11759868421052647,0.6073190789473684,0.05838815789473683,0.11060855263157894,0.5727796052631579,0.054893092105263136,0.15131578947368415,0.5563322368421052,0.05037006578947363,0.04872532894736854
3.0,0.6698190789473684,0.01274671052631584,0.002055921052631616,0.6640624999999999,0.00616776315789472,0.013363486842105376,0.6578947368421052,0.0026726973684211524,0.0055509868421053125,0.6225328947368421,0.05962171052631584,0.07154605263157901,0.6204769736842105,0.03310032894736848,0.07421875000000003,0.6348684210526315,0.12294407894736839,0.03782894736842112,0.6299342105263158,0.03906249999999994,0.08799342105263155
