Dimension,Majority Label,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 20.0,Eps = 20.0 25,Eps = 20.0 75,Eps = 30.0,Eps = 30.0 25,Eps = 30.0 75,Eps = 40.0,Eps = 40.0 25,Eps = 40.0 75,Eps = 50.0,Eps = 50.0 25,Eps = 50.0 75
10,0.8822827125119389,0.8822827125119389,0.00011938872970389138,0.004417382999044887,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0
20,0.8822827125119389,0.9117717287488062,0.02805635148042017,0.007879656160458513,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.001790830945558759,0.8822827125119389,0.0,0.008118433619866297
30,0.8822827125119389,0.9126074498567335,0.017072588347659963,0.005850047755491972,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0
40,0.8822827125119389,0.9268147086914996,0.006327602674307538,0.0003581661891118036,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0
50,0.8822827125119389,0.9128462273161414,0.010506208213944641,0.008118433619866297,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0,0.8822827125119389,0.0,0.0
