Dimension,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75
5,0.9856249168108611,0.08478637029149469,0.008917875682150921,0.7775855184347131,0.15932383867962205,0.08864634633302271,0.8450685478503926,0.08172500998269669,0.04538799414348463,0.8521229868228404,0.08718221748968454,0.04365766005590304,0.8514574737122321,0.0825236257154266,0.04592040463197124,0.8550512445095169,0.0830560362039132,0.040330094502861624
10,1.0005324104884865,0.0006655131106082611,0.0007986157327299133,0.8040729402369226,0.07959536802875014,0.06029548782111012,0.8401437508318913,0.02728603753493948,0.035139092240117076,0.8259017702648742,0.026753627046452875,0.04951417542925596,0.8252362571542659,0.025156395580992936,0.04671902036470126,0.8231066152003195,0.028750166378277656,0.046985225608944456
15,1.0014641288433381,0.00013310262212165222,0.00013310262212165222,0.8444030347397843,0.07187541594569409,0.0336749633967789,0.8712897644083588,0.04219353121256497,0.013443364834287208,0.8605084520165047,0.04645281512045785,0.036869426327698664,0.8586450153068015,0.043391454811659735,0.03859976041528025,0.8602422467722614,0.04312524956741654,0.020364701184613344
20,1.0015972314654598,0.00013310262212165222,0.0,0.8585119126846799,0.08345534407027816,0.03008119259949429,0.8587781179289231,0.03008119259949418,0.03460668175163058,0.8372154931452149,0.027419140157061022,0.04538799414348463,0.8384134167443099,0.024091574604019717,0.04272594170105147,0.8324237987488353,0.02369226673765476,0.044589378410754714
25,1.0015972314654598,0.0,0.0,0.865832556901371,0.040463197124983384,0.02701983229069618,0.8683615067216824,0.03953147877013182,0.016238519898842015,0.8589112205510449,0.026354319180087918,0.016238519898841904,0.8507919606016239,0.029149474244642613,0.014108877944895468,0.8396113403434048,0.01823505923066691,0.020231598562491692
