Epsilon,2.0,2.0 25,2.0 75,6.0,6.0 25,6.0 75,10.0,10.0 25,10.0 75,14.0,14.0 25,14.0 75
2.5,0.9662653000298537,0.018161011045875242,0.004030251766344994,0.9478555080107474,0.026370783162503728,0.022987361926559816,0.9552194248183898,0.052990347298238746,0.0096527017613693,0.9207881381231964,0.028460543337645472,0.031197134043188298
5.0,0.965270176136929,0.013981490695591597,0.004925863269977059,0.975718977012638,0.0061697681361329035,0.005672206189670628,0.978704348691412,0.01089660662752499,0.004478057518161104,0.975918001791223,0.012040999104388661,0.012787342024082073
7.5,0.9722360433874018,0.003930739377052507,0.003930739377052351,0.9769131256841477,0.0026370783162504977,0.0044283013235147835,0.9852721663847148,0.007861478754104858,0.0016419544233257904,0.9859687531097621,0.002935615484127644,0.002089760175141901
10.0,0.9731316548910338,0.005771718578962959,0.01039904468106287,0.9804955716986764,0.0034331774305900757,0.001592198228679469,0.9877599761170265,0.0017414668126181205,0.0009453676982785421,0.9900487610707532,0.003582446014528727,0.002239028759080552
12.5,0.9727336053338641,0.009155139814907025,0.0025873221216041764,0.9823863070952333,0.005721962384316793,0.0036322022091750485,0.9870633893919792,0.0010946362822170375,0.002239028759080396,0.9911433973529704,0.0013434172554483313,0.0011941486715096798
