Epsilon,2.0,2.0 25,2.0 75,6.0,6.0 25,6.0 75,10.0,10.0 25,10.0 75,14.0,14.0 25,14.0 75
2.5,0.7302558956347216,0.03702960361264424,0.00898143502257897,0.7279478173607628,0.02378324134470655,0.01866532865027583,0.7234320120421476,0.016557952834922153,0.01660812844957352,0.7044656297039639,0.02659307576517804,0.024987456096337256
5.0,0.7325639739086804,0.013547415955845427,0.018916206723532197,0.7739086803813348,0.009332664325138074,0.02303060712493729,0.77019568489714,0.023632714500752605,0.01324636226793785,0.7792272955343703,0.00973406924234823,0.010837932764676437
7.5,0.7589563472152534,0.0228800802809835,0.022428499749121977,0.825689914701455,0.009433015554440495,0.00893125940792776,0.8309081786251882,0.006522829904666346,0.017912694430506727,0.8389362769693929,0.008228800802809867,0.005970898143502243
10.0,0.7704967385850477,0.025539387857501282,0.02759658805820375,0.8580030105368791,0.013647767185148006,0.00521826392373314,0.8881083793276469,0.009031610637230337,0.004666332162569037,0.8978424485699951,0.01048670346211749,0.005469141996989508
12.5,0.7584545910687407,0.01951831409934767,0.022478675363773185,0.8644254892122428,0.002709483191168991,0.014851981936778792,0.9222277972905168,0.00446562970396388,0.004264927245358722,0.9303562468640242,0.007827395885599709,0.005820371299548296
