Dimension,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
5,0.45941456047616935,0.014329498511970856,0.018611468929063228,0.451063829787234,0.013760938124639095,0.022733531737218503,0.4364411673255452,0.020912361746546402,0.034042553191489404,0.4423844001243726,0.021631945986763244,0.03283436236840935,0.4189579354150935,0.006422955625638502,0.024021676364767045,0.45045973437569403,0.0185403988806467,0.021916226180429123,1.0
10,0.43882201394749704,0.004166481588415616,0.011042508772709066,0.43963043574823435,0.009239106294141184,0.006058721627504071,0.4419135610536135,0.011797628037134113,0.009185803757828761,0.4439834762137432,0.01735885932572289,0.01281925998312088,0.44266868031803847,0.011513347843468231,0.015084617776395845,0.4483454004353041,0.012357304668413852,0.007266912450584064,1.0
15,0.4436725447519211,0.005578998800692883,0.004379691733665027,0.44088304535157463,0.005410207435703816,0.0023186603295873333,0.4412472793497091,0.0038288988584373683,0.005152578510194119,0.4401989961355661,0.0051703460222982224,0.0035090836405632236,0.44023453115977434,0.0037222937858126344,0.004921600852840605,0.44159374583573935,0.004024341491582618,0.003580153688979694,1.0
20,0.440030204770577,0.0018300537467241223,0.0014747035046417712,0.4417181184204682,0.0037755963221250016,0.0017500999422555717,0.441238395593657,0.0017323324301514685,0.002460800426420274,0.44111402300892816,0.0033847110558343865,0.0016434948696308952,0.4396837382845467,0.00424643539288411,0.002691778083773788,0.4418869097854573,0.002798383156398522,0.0012437258472882,1.0
25,0.44227779505174786,0.0016168436014747116,0.0010838182383512136,0.44347710211877583,0.004095411539999146,0.0024963354506284804,0.44266868031803847,0.0033047572513658936,0.0017945187225158585,0.43995025096610846,0.00222982276906676,0.0035179673966153043,0.4419490960778217,0.0016434948696308952,0.003944387687114126,0.44114067427708437,0.001217074579132074,0.002460800426420274,1.0
