Dimension,Bdwth = 50,Bdwth = 50 25,Bdwth = 50 75,Bdwth = 100,Bdwth = 100 25,Bdwth = 100 75,Bdwth = 150,Bdwth = 150 25,Bdwth = 150 75,Bdwth = 200,Bdwth = 200 25,Bdwth = 200 75,Bdwth = 250,Bdwth = 250 25,Bdwth = 250 75,Original Features
5,0.4377683880794816,0.014999612746658841,0.015180330972522249,0.42929184272350973,0.026143903341566077,0.012710515219056306,0.4302470676316446,0.01305474041117699,0.023880622703372545,0.43033312392967477,0.031634295155890946,0.023889228333175583,0.4308322504582498,0.019138920681910143,0.020292075075514393,0.9695016479781072
10,0.45382649329191155,0.01400135968950883,0.007676221784291282,0.4311334475013554,0.008614235432820194,0.008829376177895587,0.4322177568565356,0.004991265285749946,0.005748560708415396,0.42437802810598696,0.005585053742158119,0.01012022064834811,0.425918435840727,0.005679715669991314,0.00877774239907747,0.9695016479781072
15,0.46763852912575404,0.007659010524685206,0.005326884848067648,0.4321058836690963,0.006720996876156349,0.0044146880889477935,0.42820753336832956,0.004931025877128792,0.005223617290431415,0.4297737579924787,0.003700420815297367,0.0034508575510098782,0.4281645052193145,0.0030033648012529612,0.002564477681299082,0.9695016479781072
20,0.47917007306179704,0.005430152405703825,0.002487027013071963,0.4354104455134549,0.0008863798697107961,0.0010498868359680724,0.4295844341368123,0.0013424782492706955,0.004061857267024072,0.429429532800358,0.0016694921817853592,0.004801941430083556,0.4296446735454334,0.003760660223918466,0.0010843093551801686,0.9695016479781072
25,0.4870270130719517,0.005567842482552099,0.0037176320749033875,0.43542765677306094,0.0005335490477870741,0.001101520614786189,0.429945870588539,0.000938013648528857,0.0012392106916344625,0.42836243470478386,0.0009638305379379153,0.0019190554460728482,0.4288099274545408,0.0010929149849832065,0.001635069662573263,0.9695016479781072
