Dimension,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Original Features
5,0.7244871120462915,0.0831141504471331,0.04629142556549182,0.564308258811152,0.0670699631772751,0.06391372961599162,0.600867964229353,0.028669121514992124,0.08206207259337195,0.6529458179905313,0.11415044713308786,0.06588637559179378,0.6596528143082588,0.045765386638611294,0.04274066280904787,0.6738558653340347,0.04339821146764866,0.061152025249868514,1.0
10,0.8323250920568122,0.03419253024723823,0.026696475539189968,0.5597054182009469,0.026959495002630174,0.023408732246186226,0.6342714360862703,0.042083114150447076,0.014729089952656538,0.6558390320883746,0.0343240399789585,0.029195160441872647,0.6868753287743293,0.024197790636507177,0.04800105207785377,0.7264597580220936,0.05483955812730135,0.023277222514466067,1.0
15,0.86612309310889,0.018148342977380327,0.011572856391372954,0.5501052077853761,0.012493424513413953,0.018542872172540803,0.5961336138874277,0.022619673855865385,0.022488164124145116,0.6311152025249869,0.01972645975802212,0.022488164124145116,0.6693845344555497,0.018411362440820644,0.023408732246186226,0.6843766438716465,0.013282482903734905,0.05904786954234609,1.0
20,0.9050499736980536,0.019200420831141485,0.018542872172540803,0.5558916359810626,0.018148342977380327,0.016833245660178853,0.6081009994739611,0.028669121514992124,0.013282482903734794,0.6443976854287218,0.022619673855865385,0.03563913729615986,0.6914781693845344,0.05194634402945819,0.021173066806943752,0.7261967385586533,0.04445028932140971,0.03090478695423471,1.0
25,0.9204366123093108,0.01788532351394001,0.012493424513414064,0.5511572856391374,0.019857969489742278,0.009731720147290845,0.576801683324566,0.025381378221988493,0.02972119936875328,0.6248027354024198,0.025249868490268335,0.02551288795370854,0.6742503945291951,0.0407680168332456,0.01696475539189901,0.688321935823251,0.0290636507101526,0.032745923198316595,1.0
