Epsilon,2.0,2.0 25,2.0 75,6.0,6.0 25,6.0 75,10.0,10.0 25,10.0 75,14.0,14.0 25,14.0 75
2.5,0.966981601193436,0.01735454997513678,0.004127299850820591,0.9439085032322228,0.020835405271009536,0.027399303828940947,0.9434112381899553,0.04137245151665834,0.01750372948781699,0.9207359522625559,0.027647936350074526,0.02988562904027845
5.0,0.9659870711089011,0.012879164594729086,0.007956240676280294,0.9752362008950771,0.005569368473396315,0.007409249129786296,0.9749378418697165,0.0072600696171057745,0.007061163600199036,0.9752362008950771,0.01238189955246146,0.01168572849328694
7.5,0.974042764793635,0.00636499254102436,0.00740924912978614,0.9757334659373446,0.00402784684236691,0.004127299850820591,0.9814022874191944,0.007011437095972039,0.003978120338140225,0.9819990054699156,0.0036300348085529653,0.003530581800099284
10.0,0.972451516658379,0.003530581800099596,0.010094480358030695,0.9792143212332173,0.0024365987071108194,0.0016409746394829307,0.9814022874191944,0.0012928891098955145,0.0026852312282447106,0.983689706613625,0.002834410740924764,0.0033814022874192303
12.5,0.972849328692193,0.00850323222277476,0.004525111884634379,0.9794132272501244,0.0026852312282447106,0.005221282943808899,0.984485330681253,0.0026852312282445545,0.0022376926902039256,0.9886623570363003,0.002834410740924764,0.0023868722028841352
