Dimension,Bdwth = 100,Bdwth = 100 25,Bdwth = 100 75,Bdwth = 200,Bdwth = 200 25,Bdwth = 200 75,Bdwth = 300,Bdwth = 300 25,Bdwth = 300 75,Bdwth = 400,Bdwth = 400 25,Bdwth = 400 75,Bdwth = 500,Bdwth = 500 25,Bdwth = 500 75
20,0.9621886695057428,0.005161956381468633,0.01716350496838298,1.0006452445476837,0.004000516195638163,0.0011614401858304705,1.0034843205574915,0.0005161956381468913,0.0019357336430505976,1.0052910052910053,0.0030971738288810683,0.0005161956381468913,1.005032907471932,0.0003871467286102035,0.00012904890953668784
40,0.9950961414376048,0.00658149438637234,0.005291005291005321,1.0047748096528584,0.0037424183765646475,0.002322880371660941,1.005032907471932,0.0025809781907343166,0.0005161956381468913,1.0038714672861015,0.0011614401858304705,0.0003871467286102035,1.0043876629242483,0.0005161956381468913,0.0005161956381468913
60,0.9874822557749388,0.005420054200542009,0.011743450767840974,1.0076138856626662,0.000774293457220407,0.00038714672861006356,1.0064524454768358,0.0019357336430507375,0.0002580978190733757,1.0043876629242483,0.003226222738417896,0.0002580978190733757,1.005032907471932,0.0011614401858304705,0.0005161956381468913
80,1.008130081300813,0.008259130210349701,0.0012904890953671583,1.0082591302103499,0.002193831462124253,0.0006452445476835792,1.0078719834817396,0.0045167118337850545,0.002193831462124113,1.0051619563814687,0.0006452445476835792,0.0036133694670279597,1.0046457607433217,0.00038714672861006356,0.0009033423667570949
100,1.002710027100271,0.007613885662666122,0.000774293457220407,1.0067105432959091,0.0015485869144405342,0.0014195380049038461,1.0087753258484966,0.0005161956381467514,0.00025809781907351566,1.004129565105175,0.0006452445476835792,0.0007742934572202671,1.004129565105175,0.00025809781907351566,0.0018066847335139098
