Dimension,Bdwth = 75,Bdwth = 75 25,Bdwth = 75 75,Bdwth = 100,Bdwth = 100 25,Bdwth = 100 75,Bdwth = 125,Bdwth = 125 25,Bdwth = 125 75
150,0.9571704180064309,0.0009003215434083143,0.008810289389067454,0.9682315112540193,0.009903536977491875,0.005337620578778222,0.9690032154340837,0.003794212218649504,0.002765273311897025
200,0.9615434083601287,0.003601286173633536,0.008810289389067454,0.9695176848874598,0.0031511254019292393,0.007202572347266932,0.9758199356913184,0.005401929260450165,0.0027009646302249427
250,0.97016077170418,0.0052733118971061395,0.005401929260450165,0.9753054662379422,0.007781350482315114,0.005594855305466271,0.9790353697749196,0.0030868167202572966,0.005080385852090032
