Epsilon,Naive Bayes,Naive Bayes 25,Naive Bayes 75,Naive Bayes - Numerical Correction,Naive Bayes - Numerical Correction 25,Naive Bayes - Numerical Correction 75
1.0,0.8193979933110368,0.020066889632106996,0.03678929765886296,0.8628762541806021,0.07357859531772579,0.010033444816053498
2.0,0.903010033444816,0.05685618729096983,0.02675585284280933,0.8929765886287625,0.03344481605351166,0.03678929765886283
3.0,0.9331103678929765,0.02675585284280933,0.033444816053511794,0.9197324414715718,0.04347826086956516,0.033444816053511794
4.0,0.959866220735786,0.010033444816053498,0.01672240802675583,0.9498327759197325,0.020066889632107128,0.023411371237458165
5.0,0.9565217391304348,0.010033444816053498,0.023411371237458165,0.9565217391304348,0.013377926421404665,0.023411371237458165
