Epsilon,Naive Bayes,Naive Bayes 25,Naive Bayes 75,Naive Bayes - Numerical Correction,Naive Bayes - Numerical Correction 25,Naive Bayes - Numerical Correction 75
0.25,0.8070739549839228,0.009646302250803825,0.025723472668810324,0.8713826366559485,0.006430868167202549,0.0
0.5,0.8070739549839228,0.009646302250803825,0.032154340836012874,0.8713826366559485,0.009646302250803825,0.006430868167202549
0.75,0.8070739549839228,0.0,0.03858520900321542,0.8713826366559485,0.025723472668810324,0.0
1.0,0.8070739549839228,0.016077170418006374,0.022508038585209052,0.864951768488746,0.05144694533762065,0.006430868167202549
1.25,0.8327974276527331,0.022508038585209052,0.0418006430868167,0.864951768488746,0.05466237942122192,0.006430868167202549
