Epsilon,Naive Bayes,Naive Bayes 25,Naive Bayes 75,Naive Bayes - Numerical Correction,Naive Bayes - Numerical Correction 25,Naive Bayes - Numerical Correction 75
2.0,0.9009009009009009,0.060060060060060025,0.03603603603603604,0.8498498498498499,0.024024024024023986,0.05105105105105102
4.0,0.978978978978979,0.0030030030030030455,0.006006006006005964,0.9729729729729729,0.024024024024023986,0.015015015015015102
6.0,0.987987987987988,0.01801801801801802,0.00900900900900901,0.990990990990991,0.01801801801801802,0.006006006006006091
8.0,0.9969969969969971,0.006006006006006091,0.0030030030030029193,0.9969969969969971,0.0030030030030030455,0.006006006006005964
10.0,0.993993993993994,0.00900900900900901,0.0030030030030030455,0.990990990990991,0.006006006006005964,0.006006006006006091
