Dimension,PCA,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 15.0,Eps = 15.0 25,Eps = 15.0 75,Eps = 20.0,Eps = 20.0 25,Eps = 20.0 75,Original Features
20,0.508695652173913,0.19826086956521738,0.0030434782608695643,0.00521739130434784,0.1991304347826087,0.0030434782608695643,0.0034782608695652084,0.2,0.004782608695652196,0.0021739130434782483,0.19826086956521738,0.010434782608695653,0.00391304347826088,0.43434782608695655
40,0.5273913043478261,0.20217391304347826,0.006956521739130445,0.0004347826086956441,0.1973913043478261,0.010000000000000009,0.005217391304347813,0.19956521739130434,0.0039130434782608525,0.0030434782608695643,0.20043478260869566,0.00521739130434784,0.0021739130434782483,0.43434782608695655
60,0.5273913043478261,0.20217391304347826,0.006956521739130445,0.0004347826086956441,0.19869565217391305,0.003478260869565236,0.007826086956521733,0.2008695652173913,0.006086956521739129,0.00260869565217392,0.1991304347826087,0.008260869565217377,0.00391304347826088,0.43434782608695655
80,0.5039130434782608,0.20217391304347826,0.007391304347826089,0.0004347826086956441,0.20217391304347826,0.006956521739130445,0.0004347826086956441,0.19869565217391305,0.00391304347826088,0.005217391304347813,0.20217391304347826,0.005217391304347813,0.0056521739130434845,0.43434782608695655
100,0.5334782608695652,0.19521739130434781,0.0,0.006956521739130445,0.20217391304347826,0.007391304347826089,0.0004347826086956441,0.1973913043478261,0.002173913043478276,0.0047826086956521685,0.20217391304347826,0.006956521739130445,0.0034782608695652084,0.43434782608695655
