Dimension,PCA,Eps = 2.5,Eps = 2.5 25,Eps = 2.5 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Eps = 7.5,Eps = 7.5 25,Eps = 7.5 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 12.5,Eps = 12.5 25,Eps = 12.5 75
2,0.9960046397731667,0.9600463977316664,0.0015465910555483564,0.0005155303518494988,0.9603041629075912,0.0005155303518494988,0.00012888258796233973,0.9603041629075912,0.0005155303518494988,0.00012888258796233973,0.9603041629075912,0.0,0.00012888258796233973,0.9604330454955536,0.00012888258796233973,0.00038664776388715904
4,1.0029642995231345,0.9608196932594407,0.0014177084675860167,0.003093182111096713,0.959917515143704,0.0010310607036988577,0.0015465910555484963,0.9606908106714783,0.0010310607036988577,0.0018043562314731757,0.9597886325557418,0.0005155303518494988,0.000902178115736518,0.9595308673798171,0.0005155303518494988,0.0007732955277741782
6,1.002835416935172,0.9612063410233278,0.005670833870344067,0.003479829874983872,0.9603041629075912,0.001675473643510836,0.0028354169351720335,0.9600463977316664,0.0010310607036988577,0.002062121407397995,0.9591442196159299,0.00038664776388701923,0.0033509472870215324,0.9605619280835159,0.001288825879623677,0.0015465910555484963
8,1.0018043562314731,0.960175280319629,0.007604072689779723,0.00412424281479571,0.9596597499677794,0.0036087124629462118,0.0014177084675860167,0.9605619280835159,0.0043820079907203905,0.001288825879623677,0.960175280319629,0.0023198865833226746,0.002319886583322535,0.9595308673798171,0.0009021781157366578,0.002319886583322535
10,1.0019332388194355,0.9624951669029514,0.009923959273102257,0.00425312540275805,0.9550199768011342,0.0024487691712850143,0.005155303518494708,0.9592731022038923,0.0043820079907203905,0.0011599432916613373,0.9613352236112901,0.0025776517592472144,0.0018043562314731757,0.9597886325557418,0.0024487691712850143,0.0023198865833226746
