Dimension,RFFs,RFFs 25,RFFs 75
2,0.7490606548577563,0.018518518518518528,0.08474235104669887
4,0.9732957595276436,0.05998389694041858,0.015566290928609826
6,0.9898013955984971,0.014626945786366042,0.007514761137949602
8,1.0002683843263553,0.0032877079978529647,0.0004696725711218362
10,1.0002683843263553,0.000738056897477203,0.000335480407944264
