Epsilon,PCA,RFFs,RFFs 25,RFFs 75
2,0.8562834224598931,0.7578877005347594,0.062366310160427804,0.06169786096256684
3,1.0005347593582887,0.7775401069518717,0.04899732620320853,0.06176470588235298
4,1.0005347593582887,0.8500000000000001,0.04919786096256684,0.03983957219251327
5,1.0005347593582887,0.8911764705882353,0.03736631016042782,0.013368983957219279
