Dimension,RFF HRW,RFF HRW 25,RFF HRW 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 6.0,Eps = 6.0 25,Eps = 6.0 75,Eps = 8.0,Eps = 8.0 25,Eps = 8.0 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Original Features
5,0.7017543859649122,0.0,0.0,0.6754385964912281,0.17543859649122806,0.07456140350877194,0.7368421052631579,0.02631578947368418,0.04385964912280704,0.6842105263157895,0.13596491228070173,0.08771929824561397,0.7017543859649122,0.22368421052631576,0.052631578947368474,0.7280701754385965,0.09649122807017552,0.03947368421052633,0.956140350877193
10,0.8245614035087719,0.0,0.0,0.7368421052631579,0.04824561403508765,0.0921052631578948,0.7280701754385965,0.013157894736842146,0.07017543859649122,0.7456140350877193,0.03947368421052633,0.03947368421052633,0.7280701754385965,0.021929824561403577,0.07017543859649122,0.7894736842105263,0.07894736842105265,0.02631578947368418,0.956140350877193
15,0.7719298245614035,0.0,0.0,0.7280701754385965,0.05263157894736836,0.02631578947368418,0.7192982456140351,0.04824561403508776,0.04824561403508776,0.7456140350877193,0.04824561403508765,0.02631578947368418,0.7456140350877193,0.04385964912280704,0.03508771929824561,0.7368421052631579,0.039473684210526216,0.04385964912280704,0.956140350877193
20,0.5614035087719298,0.0,0.0,0.6929824561403509,0.01754385964912286,0.05701754385964908,0.6666666666666666,0.02631578947368418,0.08771929824561397,0.7017543859649122,0.05701754385964908,0.030701754385964897,0.7105263157894737,0.07017543859649122,0.04385964912280704,0.6929824561403509,0.021929824561403577,0.030701754385964897,0.956140350877193
25,0.7368421052631579,0.0,0.0,0.6929824561403509,0.0964912280701754,0.02631578947368418,0.7105263157894737,0.07894736842105265,0.01754385964912286,0.6842105263157895,0.013157894736842146,0.04385964912280704,0.7456140350877193,0.06140350877192979,0.02631578947368418,0.6491228070175439,0.013157894736842146,0.07894736842105265,0.956140350877193
