Dimension,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 1.0,Eps = 1.0 25,Eps = 1.0 75,Eps = 2.0,Eps = 2.0 25,Eps = 2.0 75,Eps = 3.0,Eps = 3.0 25,Eps = 3.0 75,Eps = 4.0,Eps = 4.0 25,Eps = 4.0 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75
20,0.878775990584543,0.002876945207270849,0.016215509350071905,0.8284294494573035,0.03230024846344962,0.016607820060154363,0.854452726559435,0.030731005623120228,0.011900091539165743,0.8479142147247287,0.023146331894860758,0.014384726036354132,0.8411141624166341,0.013600104616189436,0.016869360533542523,0.8479142147247287,0.02706943899568457,0.009415457041977243
40,0.9394533804106185,0.02811560088923754,0.006538511834706394,0.8392833791029162,0.033738721067085045,0.032561788936838,0.8843991107623905,0.03243101870014381,0.011115470119000936,0.8688374525957893,0.02249248071139014,0.020661697397672256,0.8586373741336472,0.01765398195370733,0.030731005623120228,0.8577219824767883,0.0227540211847783,0.031646397279979116
60,0.9678305217732445,0.007976984438341819,0.006538511834706394,0.8577219824767883,0.025892506865437415,0.018961684320648674,0.8902837714136262,0.010592389172224399,0.015692428403295367,0.8959068915914737,0.015823198639989558,0.012161632012553901,0.8894991499934615,0.01987707597750745,0.007846214201647739,0.8803452334248725,0.016084739113377825,0.01804629266378979
80,0.9780306002353863,0.008630835621812435,0.0024846344971885008,0.8394141493396103,0.06159278148293454,0.01713090100693079,0.8829606381587551,0.01503857721982475,0.016738590296848443,0.8668758990453772,0.013207793906106978,0.030861775859814308,0.8622989407610828,0.019223224794036944,0.026023277102131495,0.8609912383941415,0.016869360533542523,0.02013861645089583
100,0.9891460703543873,0.004446188047600352,0.0018307833137178838,0.842160324310187,0.040015692428403284,0.026677128285602224,0.8982607558519681,0.009153916568588973,0.010069308225447859,0.8823067869752844,0.027592519942461112,0.020792467634366447,0.8783836798744605,0.018438603373872025,0.00758467372825947,0.8715836275663659,0.011507780829083283,0.01595396887668375
