Dimension,Bdwth = 10,Bdwth = 10 25,Bdwth = 10 75,Bdwth = 20,Bdwth = 20 25,Bdwth = 20 75,Bdwth = 30,Bdwth = 30 25,Bdwth = 30 75,Bdwth = 40,Bdwth = 40 25,Bdwth = 40 75,Bdwth = 50,Bdwth = 50 25,Bdwth = 50 75,Original Features
5,0.4188,0.03500000000000003,0.03560000000000002,0.3745,0.02200000000000002,0.03420000000000001,0.3513,0.02679999999999999,0.019500000000000017,0.3056,0.04349999999999998,0.03210000000000002,0.2754,0.029599999999999987,0.028800000000000048,0.9788
10,0.5916,0.024399999999999977,0.026499999999999968,0.5137,0.015800000000000036,0.0232,0.4549,0.024800000000000044,0.03149999999999997,0.3993,0.02779999999999999,0.03589999999999999,0.3543,0.014100000000000001,0.03989999999999999,0.9788
15,0.7084,0.031500000000000083,0.019299999999999984,0.6169,0.03500000000000003,0.02429999999999999,0.5502,0.027800000000000047,0.03259999999999996,0.4938,0.022699999999999998,0.03810000000000002,0.4042,0.03520000000000001,0.030899999999999983,0.9788
20,0.7727,0.02400000000000002,0.014999999999999902,0.6638,0.029199999999999893,0.03550000000000009,0.5993,0.031500000000000083,0.04399999999999993,0.5272,0.04530000000000001,0.013399999999999967,0.4683,0.04959999999999998,0.03909999999999997,0.9788
25,0.8088,0.016599999999999948,0.014700000000000046,0.7027,0.013299999999999979,0.019600000000000062,0.655,0.03860000000000008,0.015499999999999958,0.5625,0.02859999999999996,0.02859999999999996,0.4952,0.04029999999999995,0.035700000000000065,0.9788
