Dimension,Bdwth = 250,Bdwth = 250 25,Bdwth = 250 75,Bdwth = 375,Bdwth = 375 25,Bdwth = 375 75,Bdwth = 500,Bdwth = 500 25,Bdwth = 500 75,Bdwth = 625,Bdwth = 625 25,Bdwth = 625 75,Bdwth = 750,Bdwth = 750 25,Bdwth = 750 75,Original Features
5,0.4402,0.021299999999999986,0.02140000000000003,0.4448,0.021799999999999986,0.016800000000000037,0.2768,0.044899999999999995,0.0247,0.1983,0.016000000000000014,0.03950000000000001,0.1628,0.015199999999999991,0.013600000000000001,0.97
10,0.6627,0.019499999999999962,0.016300000000000092,0.6737,0.018199999999999994,0.009099999999999997,0.645,0.10560000000000003,0.019499999999999962,0.3111,0.04039999999999999,0.04520000000000002,0.2421,0.0169,0.017499999999999988,0.97
15,0.7693,0.007900000000000018,0.015600000000000058,0.7676,0.008599999999999941,0.008900000000000019,0.7651,0.017299999999999982,0.005199999999999982,0.5014,0.08959999999999996,0.20640000000000003,0.3283,0.049199999999999966,0.03520000000000001,0.97
20,0.82,0.006699999999999928,0.009200000000000097,0.8233,0.006300000000000083,0.006900000000000017,0.8198,0.010099999999999998,0.007800000000000029,0.7981,0.017299999999999982,0.0046999999999999265,0.4079,0.0514,0.0802,0.97
25,0.851,0.0043999999999999595,0.00550000000000006,0.8519,0.007000000000000006,0.007199999999999984,0.8449,0.006099999999999994,0.006099999999999994,0.8331,0.0121,0.006400000000000072,0.7963,0.27770000000000006,0.019399999999999973,0.97
