Dimension,PCA,Eps = 2.5,Eps = 2.5 25,Eps = 2.5 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Eps = 7.5,Eps = 7.5 25,Eps = 7.5 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 12.5,Eps = 12.5 25,Eps = 12.5 75
2,1.0022672712723393,0.64443851693785,0.008402240597492663,0.006001600426780522,0.6733795678847693,0.002934115764203754,0.0034675913576953654,0.7787409975993598,0.002400640170712142,0.0013336889837290296,0.7887436649773273,0.07028540944251808,0.0050680181381702015,0.8228861029607896,0.0016004267804748354,0.0013336889837289184
4,1.0022672712723393,0.675113363563617,0.007735396105628149,0.008268871699119761,0.6795145372099226,0.0037343291544411714,0.0044011736463056865,0.6980528140837556,0.005201387036543104,0.0050680181381702015,0.7136569751933849,0.0024006401707122533,0.002934115764203754,0.7268604961323019,0.0036009602560682684,0.0708188850360097
6,1.0022672712723393,0.7233929047746065,0.002400640170712142,0.0012003200853561266,0.7229927980794878,0.002800746865830851,0.0016004267804748354,0.7243264870632168,0.0010669511869832236,0.0021339023739663362,0.7297946118965057,0.0026673779674580593,0.002534009069085045,0.7351293678314216,0.0014670578821018212,0.0025340090690851563
8,0.9709255801547079,0.7894105094691918,0.018538276873833064,0.016137636703120812,0.7992798079487863,0.013336889837289962,0.011202987463323625,0.8095492131234996,0.008002133902373955,0.0050680181381702015,0.8248866364363829,0.006668444918644926,0.005201387036543104,0.8330221392371299,0.003067484662576657,0.0037343291544411714
10,1.0002667377967458,0.7995465457455321,0.015737530008002105,0.021739130434782625,0.8119498532942118,0.013203520938917059,0.0150706855161377,0.8292878100826887,0.012269938650306738,0.0048012803414243955,0.830221392371299,0.006668444918645037,0.012003200853560932,0.8431581755134703,0.005201387036543104,0.0040010669511869774
