Dimension,Majority Label,RFF Binary,RFF Binary 25,RFF Binary 75,Eps = 5.0,Eps = 5.0 25,Eps = 5.0 75,Eps = 10.0,Eps = 10.0 25,Eps = 10.0 75,Eps = 15.0,Eps = 15.0 25,Eps = 15.0 75,Eps = 20.0,Eps = 20.0 25,Eps = 20.0 75,Eps = 25.0,Eps = 25.0 25,Eps = 25.0 75
50,0.9483022721470513,0.9484299208577993,0.00012764871074799516,0.004212407454684671,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0
100,0.9483022721470513,0.9562164922134285,0.0038932856778146133,0.006637732958897271,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0
150,0.9483022721470513,0.9620883329078376,0.005552718917538966,0.008297166198621484,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0
200,0.9483022721470513,0.9691090119989788,0.004914475363798852,0.0026806229257083135,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0
250,0.9483022721470513,0.9715343375031912,0.006254786826653008,0.004084758743936675,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0,0.9483022721470513,0.0,0.0
